Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid
60,HP-ST-401,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35be,"[(5961.5297985809202, 1505.6436467521419), (5958.5558401352582, 1505.6436467521419), (5958.5558401352582, 1505.351980085477), (5928.6349418100863, 1505.351980085477), (5928.6349418100863, 1502.9248967521419), (5928.6349418100863, 1501.2052775828236), (5928.6349418100863, 1500.5342717638225), (5928.1245251434202, 1500.5342717638225), (5928.1245251434202, 1500.9865275828236), (5923.5402151352819, 1500.9865275828236), (5923.5402151352819, 1492.353110916157), (5923.5402151352819, 1492.1063192494903), (5923.8214651352891, 1492.1063192494903), (5924.0454489680842, 1492.1063192494903), (5928.1974418100872, 1492.1063192494903), (5928.1974418100872, 1492.6957300971558), (5928.6349418100872, 1492.6957300971558), (5928.6349418100872, 1491.8875692494903), (5928.6349418100872, 1490.1019800854767), (5958.5714652475881, 1490.1019800854767), (5958.5714652475881, 1490.5498967638225), (5959.1131319142451, 1490.5498967638327), (5959.1131319142451, 1502.5498967638327), (5958.5714652475872, 1502.5498967638225), (5958.5714652475872, 1503.3832300971558), (5958.5714652475872, 1503.9873967638225), (5959.1756319142532, 1503.9873967638225), (5959.1756319142532, 1503.3832300971558), (5962.1339652475872, 1503.3832300971558), (5962.1339652475872, 1505.6436467521419)]","['470d7d4b-ede5-4327-9478-12c9346ba111-009a26b1', '1e061ff7-087c-405c-a111-21ef5c11b0ed-0117b31b', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16aff', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16aff', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16aff', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16aff', '29345137-db96-45fa-8bad-c9128dbd4f00-00dc03dc', '29345137-db96-45fa-8bad-c9128dbd4f00-00dc03cc', '29345137-db96-45fa-8bad-c9128dbd4f00-00dc03cc', 'cfa45ead-368d-42df-b8e8-f092f35da194-014eddda', '327168ee-ced5-4528-96dc-4c06864cb910-01397d4d', '327168ee-ced5-4528-96dc-4c06864cb910-01397d4d', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c168d4', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c168d4', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c168d4', '1e061ff7-087c-405c-a111-21ef5c11b0ed-0117b31c', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132f886', 'e319ca29-608b-4b28-b75b-ee041ac428b5-013270f6', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132f8d3', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132f8d3', '1e0d3506-ffd0-43ce-8e2e-92265945e102-0132f8d3', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a65f', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be', '470d7d4b-ede5-4327-9478-12c9346ba111-009a26b1']",515.47778484132141,"(5942.5234520685426, 1497.7116955451875)"
61,HP4120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca89,"[(5733.7902150794789, 1576.9040634304902), (5733.7902150794789, 1567.6228134304902), (5744.4256317461459, 1567.6228134304902), (5744.4256317461459, 1576.9040634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d95', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d8e']",98.7099609375,"(5739.1079234129193, 1572.2634384304772)"
62,HP4120X,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8d,"[(5733.7902150794789, 1586.6280217241335), (5733.7902150794789, 1577.3103134304902), (5744.4256317461459, 1577.3103134304902), (5744.4256317461459, 1583.9665634304899), (5744.4256317461459, 1586.1332300971567), (5744.4256317461459, 1586.6280217241335)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d8e', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9c', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d8d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d8f']",99.097710082307458,"(5739.1079233945738, 1581.9691675722977)"
63,HP4120Z,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8e,"[(5733.7902150794789, 1596.7165634304899), (5733.7902150794789, 1587.0342717241335), (5744.4256317461459, 1587.0342717241335), (5744.4256317461459, 1596.1123967638234), (5737.4464650794807, 1596.1123967638234), (5737.4464650794807, 1596.7165634304899)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d8f', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d8d', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132efa5', 'cdca5afd-cd49-4119-a631-70c3826a16cc-0132f044', '092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c84b5']",98.758626723662019,"(5739.0298701404145, 1591.68161861562)"
64,HP4120V,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8f,"[(5733.7902150794789, 1567.2165634304902), (5733.7902150794789, 1557.6228134304902), (5744.4256317461459, 1557.6228134304902), (5744.4256317461459, 1558.9665634024796), (5744.4256317461459, 1561.1332300691461), (5744.4256317461459, 1567.2165634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d98', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d95']",102.03352864645422,"(5739.1079234012495, 1562.4196884273713)"
65,HP4120Q,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca91,"[(5733.7902150794789, 1527.1436467381382), (5733.7902150794789, 1517.5498967381382), (5744.4256317461459, 1517.5498967381382), (5744.4256317461459, 1527.1436467381382)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d90', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d8c']",102.03352864645422,"(5739.1079234012986, 1522.3467717350827)"
66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,"[(5798.8683400794789, 1437.9873967521432), (5798.8683400794789, 1438.0331467521432), (5798.8683400794789, 1447.8415634188104), (5794.5975068019279, 1447.8415634188104), (5794.5975068019279, 1447.2582300854774), (5791.2016734685967, 1447.2582300854774), (5791.2016734685967, 1447.8415634188104), (5788.7016734685958, 1447.8415634188104), (5788.7016734685958, 1437.9873967521432)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c2d3', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c2d3', '9184f9ef-56f8-464d-8752-2bc104b17e34-003b966e', '69ace270-057b-4162-b604-67b7553bd454-01401be1', '69ace270-057b-4162-b604-67b7553bd454-01401bcd', '69ace270-057b-4162-b604-67b7553bd454-01401bba', '69ace270-057b-4162-b604-67b7553bd454-01401c34', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', 'a045cbcc-5edf-4c28-9d40-49ae37617c41-003b98aa']",98.203124449588358,"(5793.8028669560008, 1442.8209768547856)"
67,HP4120R,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca99,"[(5733.7902150794789, 1537.1176050971596), (5733.7902150794789, 1527.5498967381382), (5744.4256317461459, 1527.5498967381382), (5744.4256317461459, 1533.9665634024796), (5744.4256317461459, 1536.1332300691461), (5744.4256317461459, 1537.1176050971596)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d8c', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d94']",101.75656494311988,"(5739.1079234171848, 1532.3337509187249)"
68,HP4120S,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca9c,"[(5733.7902150794789, 1547.2165634304902), (5733.7902150794789, 1537.5238550971596), (5744.4256317461459, 1537.5238550971596), (5744.4256317461459, 1547.2165634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d94', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d96']",103.08599175326526,"(5739.1079234161089, 1542.3702092647056)"
69,HP4120U,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cd21,"[(5733.7902150794789, 1557.2165634304902), (5733.7902150794789, 1547.6228134304902), (5744.4256317461459, 1547.6228134304902), (5744.4256317461459, 1557.2165634304902)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d2d96', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d2d98']",102.03352864459157,"(5739.1079234359186, 1552.4196884368107)"
70,HP4140Z,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d686,"[(5750.9568818019252, 1421.1540635693227), (5760.4671399178651, 1421.1540635693227), (5760.4671399178651, 1431.8415634188102), (5750.9568818019252, 1431.8415634188102), (5750.9568818019252, 1430.143646752143)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a95', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9d']",101.64088218286633,"(5755.7120108566278, 1426.4978134933185)"
71,HP4140Y,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d687,"[(5760.8733899178651, 1421.1540635693227), (5770.383965079478, 1421.1540635693225), (5770.383965079478, 1431.8415634188102), (5760.8733899178651, 1431.8415634188102)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a96', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a95']",101.64427060820162,"(5765.6286775001008, 1426.4978134944072)"
72,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,"[(5770.790215079478, 1421.1540635693225), (5780.300639062214, 1421.1540635693225), (5780.300639062214, 1431.84156341881), (5778.7172984685922, 1431.8415634188102), (5776.5506318019252, 1431.8415634188102), (5770.790215079478, 1431.8415634188102)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a97', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac4', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a96']",101.6426548846066,"(5775.5454270602659, 1426.4978134914295)"
73,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,"[(5820.3735484430626, 1421.1540635693225), (5829.8839650794789, 1421.1540635693225), (5829.8839650794789, 1431.84156341881), (5820.3735484430626, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9a']",101.64257637131959,"(5825.1287567411027, 1426.4978134891069)"
74,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,"[(5861.2068817461459, 1421.1540635693223), (5870.7172984128119, 1421.1540635693223), (5870.7172984128119, 1431.8415634188098), (5861.2068817461459, 1431.8415634188098)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9e', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa2']",101.6425766935572,"(5865.9620900796363, 1426.4978134940891)"
75,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,"[(5851.2902151097296, 1421.1540635693223), (5860.8006317461459, 1421.1540635693223), (5860.8006317461459, 1431.8415634188098), (5851.2902151097296, 1431.8415634188098)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3aa2', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9f']",101.64257637131959,"(5856.0454234075496, 1426.4978134891069)"
76,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,"[(5810.456881746145, 1421.1540635693225), (5819.9672984430626, 1421.1540635693225), (5819.9672984430626, 1431.84156341881), (5810.7172984685913, 1431.84156341881), (5810.456881746145, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9a', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3aa0']",101.64257701765746,"(5815.2120900794362, 1426.4978134903272)"
77,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,"[(5830.2902150794789, 1421.1540635693225), (5839.800631746145, 1421.1540635693225), (5839.800631746145, 1431.8415634188098), (5830.2902150794789, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9c', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9b']",101.64257669402286,"(5835.0454234037425, 1426.4978134919031)"
78,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,"[(5840.206881746145, 1421.1540635693225), (5850.8839651097296, 1421.1540635693223), (5850.8839651097296, 1431.8415634188098), (5845.7172984685913, 1431.8415634188098), (5843.5506318019252, 1431.8415634188098), (5840.206881746145, 1431.8415634188098)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a9f', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9c']",114.11132684210315,"(5845.5454234138233, 1426.4978134906846)"
79,HP4140W,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,"[(5780.706889062214, 1421.1540635693225), (5790.2172984128138, 1421.1540635693225), (5790.2172984128138, 1431.84156341881), (5780.706889062214, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a98', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a97']",101.64249850343913,"(5785.4620937311802, 1426.4978134924743)"
80,HP4140V,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,"[(5790.6235484128138, 1421.1540635693225), (5800.1339650794789, 1421.1540635693225), (5800.1339650794789, 1431.84156341881), (5790.6235484128138, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3a99', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a98']",101.6425766935572,"(5795.3787567458521, 1426.4978134939915)"
81,HP4140U,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,"[(5800.5402150794789, 1421.1540635693225), (5810.050631746145, 1421.1540635693225), (5810.050631746145, 1431.84156341881), (5808.5506318019252, 1431.84156341881), (5800.5402150794789, 1431.84156341881)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3aa0', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a99']",101.6425766935572,"(5805.2954234128047, 1426.4978134940891)"
82,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,"[(5871.1235484128119, 1421.1540635693223), (5881.3006318019252, 1421.1540635693223), (5881.3006318019252, 1429.8623967638232), (5880.8390432044789, 1429.8623967638232), (5880.6359182044789, 1429.8623967638232), (5880.6359182044789, 1431.8415634188098), (5878.5506318019252, 1431.8415634188098), (5871.1235484128119, 1431.8415634188098)]","['c390bb83-1954-440e-a826-1d4db3131626-0086e677', 'cdca5afd-cd49-4119-a631-70c3826a16cc-0132f61a', 'cdca5afd-cd49-4119-a631-70c3826a16cc-0132f61a', 'f5fc4a23-bb50-45fa-a9be-f9db51cf2c15-006a0936', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3ac5', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3a9e']",107.45199820306152,"(5876.1538581645273, 1426.4445036385648)"
83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,"[(5798.8683400794789, 1448.2478134188104), (5798.8683400794789, 1457.8467717241331), (5788.7016734685958, 1457.8467717241331), (5788.7016734685958, 1448.2478134188104), (5791.2016734685967, 1448.2478134188104), (5791.2016734685967, 1448.7998967521439), (5794.5975068019279, 1448.7998967521439), (5794.5975068019279, 1448.2478134188104)]","['51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c2d3', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae', '51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2', '69ace270-057b-4162-b604-67b7553bd454-01401c34', '69ace270-057b-4162-b604-67b7553bd454-01401bba', '69ace270-057b-4162-b604-67b7553bd454-01401cbc', '69ace270-057b-4162-b604-67b7553bd454-01401be1', '9184f9ef-56f8-464d-8752-2bc104b17e34-003b966e']",95.714625915512443,"(5793.8023496276364, 1453.1358941172675)"
84,HP4120B,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde4,"[(5787.6027151352619, 1597.1436467241335), (5778.1797151352612, 1597.1436467241335), (5778.1235484685922, 1597.1436467241335), (5778.1235484685922, 1597.0978967241335), (5778.1235484685922, 1586.7998967358128), (5778.7172984685913, 1586.7998967358128), (5787.6027151352619, 1586.7998967358128), (5787.6027151352619, 1592.6540635863555)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a05f', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a05f', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d302a', 'ba831953-ab96-4132-a9be-093afd6c2829-006d302a', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7']",98.050130099058151,"(5782.863131774403, 1591.9717717223941)"
85,HP4120E,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde5,"[(5778.1235484685922, 1575.039480318012), (5778.1235484685922, 1564.5446884304929), (5787.6027151352619, 1564.5446884304929), (5787.6027151352619, 1575.039480318012)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3024', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3029']",99.481881432235241,"(5782.8631318324733, 1569.7920843824525)"
86,HP4120F,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde6,"[(5778.7172984685913, 1561.1332300691461), (5778.7172984685913, 1558.9665634024796), (5778.1235484685922, 1558.9665634024796), (5778.1235484685922, 1553.1332303180122), (5787.6027151352619, 1553.1332303180122), (5787.6027151352619, 1564.1384384304929), (5778.1235484685922, 1564.1384384304929), (5778.1235484685922, 1561.1332300691461)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3025', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3024', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b']",103.03374356776476,"(5782.9186025250929, 1558.6181786721236)"
87,HP4120G,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde7,"[(5778.1235484685922, 1552.7269803180122), (5778.1235484685922, 1543.060313586356), (5787.6027151352619, 1543.060313586356), (5787.6027151352619, 1552.7269803180122)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3028', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3025']",91.631945060566068,"(5782.8631318007974, 1547.893646951846)"
88,HP4120J,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde8,"[(5778.7172984685913, 1536.1332300691461), (5778.7172984685913, 1533.9665634024796), (5778.1235484685922, 1533.9665634024796), (5778.1235484685922, 1532.445730318012), (5787.6027151352619, 1532.445730318012), (5787.6027151352619, 1542.654063586356), (5778.1235484685922, 1542.654063586356), (5778.1235484685922, 1536.1332300691461)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3027', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3028', 'ba831953-ab96-4132-a9be-093afd6c2829-006d301b']",95.480034107342362,"(5782.9229909863134, 1537.5835809109217)"
89,HP4120T,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde9,"[(5757.7954234685931, 1536.5186467241342), (5761.1860484685931, 1536.5186467241342), (5761.1860484685931, 1546.1321883834626), (5750.9516734685931, 1546.1321883834626), (5750.9516734685931, 1536.5186467241342), (5750.9974234685924, 1536.5186467241342)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3685', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3684', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7']",98.388590421527624,"(5756.0688609328972, 1541.3254175441325)"
90,HP4120M,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddea,"[(5778.1235484685922, 1520.982168146096), (5778.1235484685922, 1511.3311059741798), (5787.3038401352615, 1511.3311059741798), (5787.6027151352619, 1511.3311059741798), (5787.6027151352619, 1521.4821681460958), (5783.1129881469869, 1521.4821681460958), (5783.1129881469869, 1520.982168146096)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'a718f009-4012-4cb6-9481-31d74e3e502c-0096230e', 'a718f009-4012-4cb6-9481-31d74e3e502c-0096230e', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', '69ace270-057b-4162-b604-67b7553bd454-01401b8b', '69ace270-057b-4162-b604-67b7553bd454-01401df1', '69ace270-057b-4162-b604-67b7553bd454-01401df0']",93.728890333324671,"(5782.9228818232923, 1516.2781990864428)"
91,HP4120H,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf1,"[(5771.7500901352596, 1536.5186467241342), (5771.821465135261, 1536.5186467241342), (5771.821465135261, 1546.1321883834626), (5761.5922984685931, 1546.1321883834626), (5761.5922984685931, 1536.5186467241342), (5764.89959013526, 1536.5186467241342)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367e', 'ba831953-ab96-4132-a9be-093afd6c2829-006d367d', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3685', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d35b7']",98.33851989172399,"(5766.7068817726822, 1541.325417545946)"
92,HP4120D,OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044ddf8,"[(5778.7172984685913, 1586.3936467358128), (5778.7172984685913, 1583.9665634024796), (5778.1235484685922, 1583.9665634024796), (5778.1235484685922, 1575.445730318012), (5787.6027151352619, 1575.445730318012), (5787.6027151352619, 1586.3936467358128)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d301b', 'ba831953-ab96-4132-a9be-093afd6c2829-006d3029', '0f7d90f1-e5f8-4b92-a1d7-3816d108b4c4-0116c5f7', 'ba831953-ab96-4132-a9be-093afd6c2829-006d302a']",102.33604364842176,"(5782.9256933414272, 1580.859693981485)"
93,HP4010A,JAN,333415c1-b105-4983-be56-18432592632a-00472206,"[(5839.22771513526, 1586.4405217638246), (5834.6653236422135, 1586.4405217638246), (5834.6653236422135, 1582.4405217638246), (5846.2172984685958, 1582.4405217638246), (5846.2172984685958, 1586.4405217638246), (5840.2330139052792, 1586.4405217638246)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '68c5d322-74a3-4b71-8f1d-2ebb86af1b2b-00ad58b1', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11602', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b1171a', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec']",46.207899305969477,"(5840.4413110369342, 1584.4405217587953)"
94,HP4010,TOILET,333415c1-b105-4983-be56-18432592632a-00472207,"[(5839.050631801927, 1597.3467717638246), (5834.0193818019261, 1597.3467717638246), (5834.0193818019261, 1596.5551050691467), (5834.0193818019261, 1591.8467717638246), (5831.0610484590879, 1591.8467717638246), (5831.0610484590879, 1592.2530217638246), (5833.6131318019261, 1592.2530217638246), (5833.6131318019261, 1596.2530217358135), (5821.0089651352582, 1596.2530217358135), (5821.0089651352582, 1576.9196883464506), (5833.4674069755465, 1576.9196883464506), (5833.4674069755465, 1586.4405217638246), (5831.0610484590879, 1586.4405217638246), (5831.0610484590879, 1586.8467717638246), (5833.5299069755465, 1586.8467717638246), (5834.4882403088804, 1586.8467717638246), (5839.050631801927, 1586.8467717638246)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ea', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ea', 'f8a03016-4b7f-42da-a7d4-ebfebf1a414c-015f89ca', 'f8a03016-4b7f-42da-a7d4-ebfebf1a414c-015f89ca', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ea', '340d6697-1f5e-4a42-90ed-c9c46db3a82b-00ad8666', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2e9', 'f8a03016-4b7f-42da-a7d4-ebfebf1a414c-015f897f', '64790bbc-2560-4277-834a-a2773e78c4bb-00ce30bd', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ec', '775a8367-8cb6-431f-8b71-08852f24c19b-0065a2f5']",295.07894175127149,"(5828.942590612457, 1587.5955602528302)"
